Symbol,NSE_Ticker,Traded_As,Series,Date,Prev_Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover_Lacs,No_of_Trades,Delivery_Qty,Delivery_Pct
ACMESOLAR,NSE:ACMESOLAR,ACMESOLAR,EQ,2025-09-08,296.3,302.1,315.0,301.0,301.5,302.25,307.82,3971486,12225.14,66357,1398315.0,35.21
ACMESOLAR,NSE:ACMESOLAR,ACMESOLAR,EQ,2025-09-09,302.25,302.5,303.75,295.0,300.15,300.25,298.71,835291,2495.06,16736,330522.0,39.57
ACMESOLAR,NSE:ACMESOLAR,ACMESOLAR,EQ,2025-09-10,300.25,301.7,306.7,297.75,302.35,302.35,302.3,1097234,3316.92,20747,450824.0,41.09
ACMESOLAR,NSE:ACMESOLAR,ACMESOLAR,EQ,2025-09-11,302.35,310.0,318.0,305.0,313.85,312.95,311.5,4923840,15337.82,65191,1338825.0,27.19
ACMESOLAR,NSE:ACMESOLAR,ACMESOLAR,EQ,2025-09-12,312.95,315.5,321.7,310.0,318.85,318.8,317.01,3121163,9894.38,42472,1058404.0,33.91
ACMESOLAR,NSE:ACMESOLAR,ACMESOLAR,EQ,2025-09-15,318.8,319.0,324.3,308.25,310.8,311.2,317.47,1689050,5362.17,28743,731575.0,43.31
ACMESOLAR,NSE:ACMESOLAR,ACMESOLAR,EQ,2025-09-16,311.2,311.2,314.6,301.3,311.3,311.0,309.18,1329005,4109.02,21552,544387.0,40.96
ACMESOLAR,NSE:ACMESOLAR,ACMESOLAR,EQ,2025-09-17,311.0,312.4,312.4,304.15,306.85,307.6,307.13,1016763,3122.8,19623,485251.0,47.73
ACMESOLAR,NSE:ACMESOLAR,ACMESOLAR,EQ,2025-09-18,307.6,308.95,310.65,303.0,303.35,303.85,305.97,769071,2353.12,12256,314468.0,40.89
ACMESOLAR,NSE:ACMESOLAR,ACMESOLAR,EQ,2025-09-19,303.85,303.3,303.45,292.7,295.95,295.0,296.1,1347227,3989.14,29922,698004.0,51.81
ACMESOLAR,NSE:ACMESOLAR,ACMESOLAR,EQ,2025-09-22,295.0,294.1,301.0,291.0,298.35,298.0,296.11,1102334,3264.07,21218,495213.0,44.92
