Symbol,NSE_Ticker,Traded_As,Series,Date,Prev_Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover_Lacs,No_of_Trades,Delivery_Qty,Delivery_Pct
AVALON,NSE:AVALON,AVALON,EQ,2026-05-18,1323.1,1315.2,1364.9,1277.0,1312.0,1317.0,1325.14,578441,7665.18,39265,200368.0,34.64
AVALON,NSE:AVALON,AVALON,EQ,2026-05-19,1317.0,1324.1,1370.0,1286.6,1353.0,1356.7,1341.16,506973,6799.31,36564,192353.0,37.94
AVALON,NSE:AVALON,AVALON,EQ,2026-05-20,1356.7,1370.0,1499.0,1335.1,1465.0,1464.4,1449.6,5017988,72740.78,212907,618107.0,12.32
AVALON,NSE:AVALON,AVALON,EQ,2026-05-21,1464.4,1468.1,1512.3,1451.8,1455.5,1461.8,1475.6,695194,10258.27,42224,194314.0,27.95
AVALON,NSE:AVALON,AVALON,EQ,2026-05-22,1461.8,1469.0,1491.2,1435.7,1469.9,1473.0,1468.22,357761,5252.73,22643,95620.0,26.73
AVALON,NSE:AVALON,AVALON,EQ,2026-05-25,1473.0,1480.0,1534.7,1465.1,1508.0,1511.2,1513.34,602731,9121.35,33763,226978.0,37.66
AVALON,NSE:AVALON,AVALON,EQ,2026-05-26,1511.2,1514.0,1558.6,1305.0,1458.0,1461.3,1458.72,936020,13653.9,69250,278333.0,29.74
AVALON,NSE:AVALON,AVALON,EQ,2026-05-27,1461.3,1460.0,1537.1,1452.1,1492.0,1497.1,1501.57,338216,5078.54,22331,120967.0,35.77
AVALON,NSE:AVALON,AVALON,EQ,2026-05-29,1497.1,1498.2,1528.4,1452.0,1512.0,1520.5,1499.33,377729,5663.39,21979,190095.0,50.33
AVALON,NSE:AVALON,AVALON,EQ,2026-06-01,1520.5,1538.0,1570.1,1441.0,1452.0,1451.8,1496.84,348924,5222.84,25828,112337.0,32.2
AVALON,NSE:AVALON,AVALON,EQ,2026-06-02,1451.8,1451.0,1519.9,1436.1,1516.0,1511.9,1486.98,208330,3097.82,21297,78325.0,37.6
AVALON,NSE:AVALON,AVALON,EQ,2026-06-03,1511.9,1512.1,1540.0,1489.9,1511.0,1515.8,1515.46,223256,3383.36,19197,67575.0,30.27
AVALON,NSE:AVALON,AVALON,EQ,2026-06-04,1515.8,1509.0,1660.0,1505.1,1634.0,1637.7,1612.72,781827,12608.71,44444,267733.0,34.24
AVALON,NSE:AVALON,AVALON,EQ,2026-06-05,1637.7,1630.0,1688.5,1587.8,1607.6,1607.9,1646.2,406233,6687.42,38375,148583.0,36.58
AVALON,NSE:AVALON,AVALON,EQ,2026-06-08,1607.9,1580.1,1644.0,1540.0,1615.0,1605.1,1623.93,348711,5662.81,35275,122864.0,35.23
AVALON,NSE:AVALON,AVALON,EQ,2026-06-09,1605.1,1615.0,1669.9,1610.3,1642.0,1639.5,1650.93,351670,5805.82,28391,132806.0,37.76
AVALON,NSE:AVALON,AVALON,EQ,2026-06-10,1639.5,1639.9,1656.9,1509.8,1539.0,1532.5,1571.67,428724,6738.11,37337,207086.0,48.3
AVALON,NSE:AVALON,AVALON,EQ,2026-06-11,1532.5,1532.5,1600.0,1532.5,1580.0,1568.2,1575.4,523120,8241.24,47050,238107.0,45.52
AVALON,NSE:AVALON,AVALON,EQ,2026-06-12,1568.2,1587.9,1696.0,1567.0,1691.0,1687.0,1644.42,476593,7837.17,35715,218771.0,45.9
AVALON,NSE:AVALON,AVALON,EQ,2026-06-15,1687.0,1691.0,1777.0,1690.1,1773.0,1760.0,1743.25,611900,10666.98,46019,249578.0,40.79
AVALON,NSE:AVALON,AVALON,EQ,2026-06-16,1760.0,1767.9,1788.0,1721.2,1739.9,1738.3,1742.94,240812,4197.21,24048,97153.0,40.34
AVALON,NSE:AVALON,AVALON,EQ,2026-06-17,1738.3,1740.0,1768.0,1723.0,1745.0,1741.4,1738.15,222226,3862.61,19476,100033.0,45.01
AVALON,NSE:AVALON,AVALON,EQ,2026-06-18,1741.4,1741.4,1793.5,1737.1,1765.4,1755.3,1758.02,182683,3211.6,17780,67942.0,37.19
AVALON,NSE:AVALON,AVALON,EQ,2026-06-19,1755.3,1749.0,1798.7,1725.0,1758.0,1744.6,1752.59,242389,4248.08,25832,79632.0,32.85
AVALON,NSE:AVALON,AVALON,EQ,2026-06-22,1744.6,1758.0,1782.1,1702.8,1726.9,1723.0,1738.22,188259,3272.36,19738,72461.0,38.49
AVALON,NSE:AVALON,AVALON,EQ,2026-06-23,1723.0,1737.9,1807.0,1727.0,1757.7,1753.7,1761.66,559651,9859.13,51376,257468.0,46.01
AVALON,NSE:AVALON,AVALON,EQ,2026-06-24,1753.7,1753.7,1798.9,1739.7,1748.0,1748.3,1765.05,268397,4737.33,22829,84067.0,31.32
AVALON,NSE:AVALON,AVALON,EQ,2026-06-25,1748.3,1760.0,1780.4,1710.0,1754.0,1750.3,1748.15,182321,3187.24,17417,58724.0,32.21
AVALON,NSE:AVALON,AVALON,EQ,2026-06-29,1750.3,1752.8,1814.1,1722.0,1795.0,1784.7,1779.72,618298,11003.95,43219,279590.0,45.22
AVALON,NSE:AVALON,AVALON,EQ,2026-06-30,1784.7,1798.0,1838.5,1788.0,1803.0,1801.9,1811.85,361945,6557.92,35806,139174.0,38.45
AVALON,NSE:AVALON,AVALON,EQ,2026-07-01,1801.9,1815.0,1836.5,1768.7,1805.0,1795.3,1797.61,360010,6471.57,21866,191274.0,53.13
AVALON,NSE:AVALON,AVALON,EQ,2026-07-02,1795.3,1804.3,1853.0,1755.5,1797.0,1799.6,1810.49,363841,6587.3,27902,185732.0,51.05
AVALON,NSE:AVALON,AVALON,EQ,2026-07-03,1799.6,1799.7,1813.2,1760.8,1782.1,1788.3,1783.63,249227,4445.28,19713,143610.0,57.62
AVALON,NSE:AVALON,AVALON,EQ,2026-07-06,1788.3,1785.0,1825.9,1717.3,1745.0,1737.1,1783.19,412971,7364.04,26717,231399.0,56.03
AVALON,NSE:AVALON,AVALON,EQ,2026-07-07,1737.1,1741.4,1743.7,1621.0,1626.0,1639.9,1661.86,399137,6633.09,33297,206076.0,51.63
AVALON,NSE:AVALON,AVALON,EQ,2026-07-08,1639.9,1639.9,1723.2,1622.0,1645.0,1631.2,1665.64,376059,6263.78,26500,177371.0,47.17
AVALON,NSE:AVALON,AVALON,EQ,2026-07-09,1631.2,1651.9,1783.5,1651.2,1728.0,1728.6,1741.68,879954,15325.95,58211,329257.0,37.42
AVALON,NSE:AVALON,AVALON,EQ,2026-07-10,1728.6,1745.8,1775.0,1714.1,1775.0,1768.1,1748.71,219213,3833.4,19417,83857.0,38.25
AVALON,NSE:AVALON,AVALON,EQ,2026-07-13,1768.1,1748.1,1748.8,1685.0,1725.0,1720.9,1720.25,175440,3018.01,20575,60929.0,34.73
AVALON,NSE:AVALON,AVALON,EQ,2026-07-14,1720.9,1724.8,1761.8,1699.3,1754.0,1748.1,1733.18,225085,3901.12,21229,98984.0,43.98
AVALON,NSE:AVALON,AVALON,EQ,2026-07-15,1748.1,1759.9,1797.9,1668.6,1680.0,1679.8,1714.62,433875,7439.29,37236,184910.0,42.62
AVALON,NSE:AVALON,AVALON,EQ,2026-07-16,1679.8,1685.0,1775.0,1680.5,1767.0,1767.6,1735.26,388554,6742.42,33402,120647.0,31.05
AVALON,NSE:AVALON,AVALON,EQ,2026-07-17,1767.6,1767.0,1767.0,1698.6,1717.6,1724.0,1729.33,193820,3351.79,19993,111462.0,57.51
AVALON,NSE:AVALON,AVALON,EQ,2026-07-20,1724.0,1723.0,1773.4,1711.0,1719.7,1716.5,1730.79,139477,2414.05,14783,61871.0,44.36
AVALON,NSE:AVALON,AVALON,EQ,2026-07-21,1716.5,1716.5,1748.4,1713.6,1744.8,1743.0,1732.97,95526,1655.44,11103,43118.0,45.14
AVALON,NSE:AVALON,AVALON,EQ,2026-07-22,1743.0,1743.0,1819.9,1736.2,1758.8,1743.7,1778.48,429216,7633.52,40869,137098.0,31.94
AVALON,NSE:AVALON,AVALON,EQ,2026-07-23,1743.7,1740.0,1789.7,1725.0,1747.0,1740.8,1754.96,214549,3765.25,28314,91546.0,42.67
AVALON,NSE:AVALON,AVALON,EQ,2026-07-24,1740.8,1735.0,1765.0,1717.8,1744.8,1741.5,1742.01,173064,3014.79,19753,86702.0,50.1
AVALON,NSE:AVALON,AVALON,EQ,2026-07-27,1741.5,1751.1,1767.9,1654.1,1731.1,1728.2,1712.4,278018,4760.79,25650,106850.0,38.43
AVALON,NSE:AVALON,AVALON,EQ,2026-07-28,1728.2,1744.6,1744.6,1629.4,1650.0,1640.0,1653.27,274902,4544.88,24442,134801.0,49.04
AVALON,NSE:AVALON,AVALON,EQ,2026-07-29,1640.0,1649.6,1697.2,1639.8,1683.1,1677.3,1678.15,211537,3549.91,18950,94504.0,44.67
AVALON,NSE:AVALON,AVALON,EQ,2026-07-30,1677.3,1669.4,1802.0,1669.4,1769.7,1759.5,1757.16,813684,14297.76,75927,189634.0,23.31
AVALON,NSE:AVALON,AVALON,EQ,2026-07-31,1759.5,1770.0,1859.0,1760.2,1806.0,1807.9,1823.58,731668,13342.56,69459,313654.0,42.87
AVALON,NSE:AVALON,AVALON,EQ,2026-08-03,1807.9,1814.0,1834.3,1740.0,1748.0,1751.8,1783.52,280823,5008.53,31001,128037.0,45.59
AVALON,NSE:AVALON,AVALON,EQ,2026-08-04,1751.8,1754.4,1814.0,1746.5,1798.6,1805.4,1783.63,401084,7153.87,36589,151879.0,37.87
AVALON,NSE:AVALON,AVALON,EQ,2026-08-05,1805.4,1840.0,1843.9,1772.1,1814.0,1823.2,1815.5,765722,13901.7,60326,304144.0,39.72
AVALON,NSE:AVALON,AVALON,EQ,2026-08-06,1823.2,1821.0,1871.9,1750.3,1780.0,1774.5,1804.45,507302,9154.01,39628,189782.0,37.41
AVALON,NSE:AVALON,AVALON,EQ,2026-08-07,1774.5,1785.0,1998.0,1785.0,1968.0,1965.3,1901.77,1877232,35700.64,122264,412901.0,22.0
AVALON,NSE:AVALON,AVALON,EQ,2026-08-10,1965.3,1968.0,2004.0,1896.2,1930.0,1923.7,1946.43,622470,12115.96,52330,246008.0,39.52
AVALON,NSE:AVALON,AVALON,EQ,2026-08-11,1923.7,1930.0,1959.0,1894.0,1940.0,1938.3,1937.66,212945,4126.14,21151,74151.0,34.82
AVALON,NSE:AVALON,AVALON,EQ,2026-08-12,1938.3,1940.0,2002.6,1927.0,1973.7,1963.9,1975.02,406426,8026.98,33044,170878.0,42.04
AVALON,NSE:AVALON,AVALON,EQ,2026-08-13,1963.9,1973.7,1978.2,1912.0,1940.0,1930.4,1932.95,181993,3517.84,18272,76745.0,42.17
AVALON,NSE:AVALON,AVALON,EQ,2026-08-14,1930.4,1939.1,1960.0,1921.7,1935.0,1940.8,1942.18,177125,3440.08,14427,96674.0,54.58
AVALON,NSE:AVALON,AVALON,EQ,2026-08-17,1940.8,1950.3,2081.0,1948.0,2076.0,2059.4,2035.79,923261,18795.61,76026,315510.0,34.17
AVALON,NSE:AVALON,AVALON,EQ,2026-08-18,2059.4,2059.4,2258.0,2055.9,2235.0,2197.3,2140.08,1136151,24314.51,81089,467814.0,41.18
AVALON,NSE:AVALON,AVALON,EQ,2026-08-19,2197.3,2199.9,2269.4,2070.0,2251.0,2245.6,2157.34,931710,20100.18,58253,314613.0,33.77
AVALON,NSE:AVALON,AVALON,EQ,2026-08-20,2245.6,2190.0,2351.0,2180.0,2252.0,2245.5,2284.28,774181,17684.49,58852,212592.0,27.46
AVALON,NSE:AVALON,AVALON,EQ,2026-08-21,2245.5,2235.1,2235.1,2154.0,2178.0,2183.8,2181.85,444440,9697.04,29469,170461.0,38.35
CDSL,NSE:CDSL,CDSL,EQ,2025-08-21,1583.6,1590.0,1611.5,1556.1,1569.0,1569.5,1583.0,3472849,54975.06,97665,778005.0,22.4
CDSL,NSE:CDSL,CDSL,EQ,2025-08-22,1569.5,1565.0,1589.5,1565.0,1575.0,1574.4,1579.36,1575909,24889.32,50177,450420.0,28.58
CDSL,NSE:CDSL,CDSL,EQ,2025-08-25,1574.4,1575.0,1579.3,1539.0,1541.0,1541.9,1555.97,1269755,19756.99,54342,498602.0,39.27
CDSL,NSE:CDSL,CDSL,EQ,2025-08-26,1541.9,1535.8,1539.9,1488.8,1492.0,1492.1,1509.33,2013894,30396.37,100535,674547.0,33.49
CDSL,NSE:CDSL,CDSL,EQ,2025-08-28,1492.1,1491.0,1498.0,1448.1,1453.7,1452.0,1472.6,1952370,28750.65,91142,724037.0,37.09
CDSL,NSE:CDSL,CDSL,EQ,2025-08-29,1452.0,1453.7,1457.0,1421.0,1428.5,1424.4,1434.53,2043349,29312.39,93213,760205.0,37.2
CDSL,NSE:CDSL,CDSL,EQ,2025-09-01,1424.4,1431.5,1480.0,1431.3,1479.0,1476.9,1463.5,1785436,26129.84,74228,444018.0,24.87
CDSL,NSE:CDSL,CDSL,EQ,2025-09-02,1476.9,1479.9,1543.3,1463.3,1509.0,1508.9,1511.07,3467152,52391.25,112076,664618.0,19.17
CDSL,NSE:CDSL,CDSL,EQ,2025-09-03,1508.9,1508.9,1526.9,1507.1,1519.8,1518.6,1516.78,1183630,17953.07,41056,242979.0,20.53
CDSL,NSE:CDSL,CDSL,EQ,2025-09-04,1518.6,1525.7,1533.6,1501.8,1511.0,1509.4,1514.17,1287980,19502.2,41690,343020.0,26.63
CDSL,NSE:CDSL,CDSL,EQ,2025-09-05,1509.4,1508.5,1541.0,1506.5,1525.0,1523.4,1527.59,1679391,25654.24,55016,335094.0,19.95
CDSL,NSE:CDSL,CDSL,EQ,2025-09-08,1523.4,1523.4,1565.0,1523.4,1555.0,1554.3,1548.54,1698162,26296.68,51632,520371.0,30.64
CDSL,NSE:CDSL,CDSL,EQ,2025-09-09,1554.3,1559.0,1563.7,1540.0,1548.9,1548.9,1552.81,1320841,20510.22,45489,449275.0,34.01
CDSL,NSE:CDSL,CDSL,EQ,2025-09-10,1548.9,1553.3,1567.3,1532.2,1550.0,1548.8,1549.94,1744358,27036.57,54472,582413.0,33.39
CDSL,NSE:CDSL,CDSL,EQ,2025-09-11,1548.8,1548.5,1560.9,1525.0,1533.0,1531.9,1541.83,1313310,20249.06,46882,365949.0,27.86
CDSL,NSE:CDSL,CDSL,EQ,2025-09-12,1531.9,1537.0,1553.3,1534.7,1550.0,1545.8,1545.86,1186378,18339.72,41175,442773.0,37.32
CDSL,NSE:CDSL,CDSL,EQ,2025-09-15,1545.8,1550.0,1564.5,1546.0,1553.1,1553.6,1556.15,1129103,17570.52,35170,388391.0,34.4
CDSL,NSE:CDSL,CDSL,EQ,2025-09-16,1553.6,1553.6,1555.5,1542.0,1550.0,1549.4,1547.89,626658,9699.96,27360,242143.0,38.64
CDSL,NSE:CDSL,CDSL,EQ,2025-09-17,1549.4,1551.5,1576.8,1551.1,1569.5,1568.9,1567.58,1718548,26939.53,48545,658999.0,38.35
CDSL,NSE:CDSL,CDSL,EQ,2025-09-18,1568.9,1575.0,1625.0,1570.0,1592.0,1588.3,1602.08,4680341,74982.97,118714,1054924.0,22.54
CDSL,NSE:CDSL,CDSL,EQ,2025-09-19,1588.3,1591.0,1601.9,1575.8,1584.0,1582.0,1589.22,1496807,23787.56,42370,437388.0,29.22
CDSL,NSE:CDSL,CDSL,EQ,2025-09-22,1582.0,1582.0,1582.8,1551.0,1554.5,1558.5,1568.56,1040158,16315.54,44926,443862.0,42.67
CDSL,NSE:CDSL,CDSL,EQ,2025-09-23,1558.5,1551.0,1559.2,1525.6,1546.2,1546.6,1542.42,1127421,17389.61,52130,303727.0,26.94
CDSL,NSE:CDSL,CDSL,EQ,2025-09-24,1546.6,1543.0,1549.8,1506.1,1509.8,1514.0,1523.38,1373690,20926.56,51192,605404.0,44.07
CDSL,NSE:CDSL,CDSL,EQ,2025-09-25,1514.0,1508.8,1521.0,1490.0,1493.0,1494.8,1503.88,1356025,20393.05,46965,617814.0,45.56
CDSL,NSE:CDSL,CDSL,EQ,2025-09-26,1494.8,1490.0,1502.6,1460.0,1473.0,1467.7,1479.24,1537976,22750.3,58602,541778.0,35.23
CDSL,NSE:CDSL,CDSL,EQ,2025-09-29,1467.7,1473.0,1501.4,1470.0,1477.1,1475.0,1481.49,1962994,29081.51,63456,941516.0,47.96
CDSL,NSE:CDSL,CDSL,EQ,2025-09-30,1475.0,1475.0,1476.3,1450.0,1460.0,1458.6,1462.84,1400153,20482.02,51695,601741.0,42.98
CDSL,NSE:CDSL,CDSL,EQ,2025-10-01,1458.6,1462.0,1479.7,1459.0,1479.0,1475.5,1470.91,1182174,17388.74,43239,507802.0,42.95
CDSL,NSE:CDSL,CDSL,EQ,2025-10-03,1475.5,1475.5,1493.9,1470.0,1489.8,1490.1,1485.5,1372102,20382.54,45558,569046.0,41.47
CDSL,NSE:CDSL,CDSL,EQ,2025-10-06,1490.1,1490.0,1528.0,1485.1,1527.8,1524.9,1511.47,2020414,30538.01,64792,678333.0,33.57
CDSL,NSE:CDSL,CDSL,EQ,2025-10-07,1524.9,1530.0,1592.0,1520.4,1561.0,1562.8,1569.56,4417500,69335.28,118875,1027801.0,23.27
CDSL,NSE:CDSL,CDSL,EQ,2025-10-08,1562.8,1559.9,1571.0,1535.0,1537.8,1539.7,1548.17,1327054,20545.08,42348,394133.0,29.7
CDSL,NSE:CDSL,CDSL,EQ,2025-10-09,1539.7,1539.7,1564.8,1528.5,1558.0,1558.6,1550.52,1698777,26339.82,56478,518877.0,30.54
CDSL,NSE:CDSL,CDSL,EQ,2025-10-10,1558.6,1555.0,1611.0,1555.0,1607.1,1605.3,1591.59,3338032,53127.76,95164,1415077.0,42.39
CDSL,NSE:CDSL,CDSL,EQ,2025-10-13,1605.3,1601.0,1628.0,1597.6,1626.9,1619.4,1612.38,3364466,54248.08,87415,1109723.0,32.98
CDSL,NSE:CDSL,CDSL,EQ,2025-10-14,1619.4,1627.0,1661.2,1600.3,1604.9,1606.5,1626.85,2945797,47923.57,82909,867453.0,29.45
CDSL,NSE:CDSL,CDSL,EQ,2025-10-15,1606.5,1610.0,1635.9,1603.0,1624.0,1622.0,1622.59,1672560,27138.78,52758,589238.0,35.23
