symbol,segment,entry_date,entry,cause_gain,cause_bars,cons_bars,cons_dd,lf_ratio,base_num,undercut10,undercut20,undercut50,prior_narrow,relvol_entry,turn20_cr,adr20,purple_red_10d,shallow,mfe,mae,reached_10,dip_before_10,reached_20,dip_before_20,giveback_after_10,r_2,days_2,hit2_2,r_3,days_3,hit2_3,r_5,days_5,hit2_5,r_8,days_8,hit2_8,breadth,idx_above20,year,undercut_rule_ok,liquid_25cr,fast_adr,lf_expanded,early_base,relvol_confirm,clean_cq
TORNTPOWER,midcap,2024-08-30,1642.8517004030266,0.40781753841110246,53,7,0.10922627807099394,0.9865756978603761,7,True,True,False,True,1.690239946683693,166.8765775495404,4.216826823739267,False,True,0.20532552383016078,-0.01890522880073431,True,-0.01890522880073431,True,-0.01890522880073431,False,0.6666666666666666,3,True,3.333333333333333,13,True,2.1041426852239655,24,True,0.6666666666666666,46,True,0.6759582,True,2024,True,True,True,False,False,True,True
UNOMINDA,midcap,2017-06-19,96.82201971820304,0.5259441553164452,56,7,0.09646085277398553,1.8354484049024917,5,True,True,False,True,1.4010049885541798,4.874922782298469,3.435849717002184,False,True,0.41221727856174306,-0.009943800020033255,True,-0.009943800020033255,True,-0.009943800020033255,False,3.333333333333333,9,True,2.652696558765891,13,True,3.333333333333333,23,True,3.333333333333333,26,True,0.609375,True,2017,True,False,False,True,False,True,True
UNOMINDA,midcap,2025-06-18,1058.48380182457,0.45083122825874655,43,5,0.07284170421027492,0.9883802611055933,1,True,True,False,True,1.3534778216951566,80.11261773808778,3.347508382650298,False,True,0.07757564896028968,-0.033839156635147694,False,-0.033839156635147694,False,-0.033839156635147694,False,-1.0000000000000004,1,False,-0.9999999999999969,1,False,3.333333333333333,56,True,2.5311061263544183,60,True,0.4271523,True,2025,True,True,False,False,True,True,True
UBL,midcap,2015-02-27,945.541670660947,0.4565108606896733,60,9,0.07700201148363117,1.9509800163128284,1,True,True,False,True,3.725516977359767,16.699042522594603,3.763210291181729,False,True,0.25614740812910797,-0.07786893643775572,True,-0.031403666926453466,True,-0.031403666926453466,False,2.178277209802306,9,True,0.6666666666666666,10,True,3.333333333333333,31,True,2.0672808672046163,33,True,0.5272206,True,2015,True,False,True,True,True,True,True
AARTIIND,smallcap,2018-11-14,328.17616938462527,0.2918181723709372,23,7,0.04292739405311241,1.765384702250299,6,True,False,False,True,2.4434719903075544,5.294925068060302,3.057540369447904,False,True,0.12472943861640795,-0.026279750166824267,True,-0.026279750166824267,False,-0.026279750166824267,False,2.597574093835522,6,True,2.065049395890348,11,True,3.333333333333333,57,True,2.2642691947912557,59,True,0.6363636,True,2018,True,False,False,True,False,True,True
AARTIIND,smallcap,2020-02-20,494.36481932901296,0.3595128810952324,36,7,0.10290046882112203,2.952622740606564,4,True,True,False,True,1.8056865395286543,26.927452168124084,4.489756582739738,False,True,0.06505884993317812,-0.33570560966903684,False,-0.33570560966903684,False,-0.33570560966903684,False,2.061495801545463,2,True,0.6666666666666666,3,True,-1.0,5,False,-1.0000000000000002,12,False,0.41269842,False,2020,True,True,True,True,False,True,True
AARTIIND,smallcap,2020-12-18,608.5511174213842,0.3334237694969604,36,8,0.06526804162171118,1.668575474350431,3,True,False,False,True,2.31528447161538,43.18805064253967,2.940992302855898,False,True,0.10599188283156136,-0.13153851407232264,True,-0.08421066651867115,False,-0.13153851407232264,True,-1.0,0,False,-1.0000000000000027,1,False,-1.0000000000000002,1,False,-0.9999999999999988,2,False,0.7846154,True,2020,True,True,False,True,False,True,True
AAVAS,smallcap,2022-02-10,3018.5,0.4768631813966262,31,6,0.1344760186657934,2.3761134802631347,6,True,True,False,True,1.6915307896428124,44.961882806730955,5.2841876681398405,False,True,0.04619842675894481,-0.29960248390135824,False,-0.29960248390135824,False,-0.29960248390135824,False,0.6666666666666666,1,True,-1.2533819225884821,2,False,-1.000000000000001,2,False,-1.0,12,False,0.30181086,False,2022,True,True,True,True,False,True,True
ACE,smallcap,2019-04-12,102.31586599917075,0.7431579956584089,27,8,0.18357485674730556,3.7854754149078635,1,True,True,False,True,1.8188833122129202,5.21673697108963,5.074160498472997,False,True,0.09159939555868823,-0.16373995428733312,False,-0.16373995428733312,False,-0.16373995428733312,False,-1.0,0,False,-1.0,0,False,-1.0251545840023584,9,False,-1.0000000000000004,9,False,0.5070755,True,2019,True,False,True,True,True,True,True
ACE,smallcap,2022-10-18,277.80983054642644,0.43648199388304976,58,6,0.12038240480995144,3.1389655877113376,2,True,True,False,True,1.2078532340324766,11.829051589493561,4.269660007529289,False,True,0.2704155280304439,-0.010386880198535398,True,-0.010386880198535398,True,-0.010386880198535398,False,2.0774839108664245,5,True,2.376949146039239,10,True,2.4995222908560537,15,True,2.126731366793516,44,True,0.4854369,True,2022,True,False,True,True,True,True,True
ACE,smallcap,2024-12-30,1461.7320160626953,0.38233969153352754,36,5,0.07386507711615242,1.5808949170674822,4,True,True,False,True,1.8693892636679443,78.27732566355836,3.9086556988848207,False,True,0.09226201542791324,-0.24552006901169254,False,-0.24552006901169254,False,-0.24552006901169254,False,-1.0,0,False,2.0251335047545918,4,True,-1.0000000000000009,8,False,-0.9999999999999996,9,False,0.27470687,False,2024,True,True,True,True,False,True,True
ABREL,smallcap,2020-12-16,374.3635547419021,0.3758500105102831,24,8,0.11392399828550626,2.720721686853595,1,True,False,False,True,1.270041211865562,62.163479367542266,4.769351312062589,False,True,0.2693721765487682,-0.07880209267974547,True,-0.07880209267974547,True,-0.07880209267974547,False,2.4284222990366873,2,True,0.6666666666666666,3,True,-1.0000000000000007,3,False,2.3576965034372104,48,True,0.876652,True,2020,True,True,True,True,True,True,True
AEGISLOG,smallcap,2019-06-06,203.65275126438246,0.3097302552746717,43,5,0.105295936933126,0.6602072709214721,1,True,False,False,True,1.3847798560932891,2.4360101805361176,3.3777763817788817,False,True,0.03860046835786468,-0.16246294365225633,False,-0.16246294365225633,False,-0.16246294365225633,False,-1.0,0,False,-1.0000000000000022,9,False,-0.9999999999999994,10,False,-1.0000000000000004,12,False,0.635514,True,2019,True,False,False,False,True,True,True
